frame,track_id,class_id,x1,y1,x2,y2,cx,cy
16,6,2,233.73735,441.51984,239.64201,460.78812,236.68968,460.78812
17,3,2,204.41978,427.7309,209.65965,444.36133,207.03972,444.36133
17,8,0,347.3783,483.06064,353.24088,495.5006,350.30957,495.5006
17,10,0,295.87677,444.27338,300.68954,459.1864,298.28314,459.1864
17,1,0,318.62442,461.96,323.16882,476.21634,320.8966,476.21634
17,11,2,191.18764,444.96085,197.13924,461.30383,194.16344,461.30383
17,9,3,222.81403,466.9234,228.85442,486.9406,225.83423,486.9406
17,2,0,254.9908,472.16116,260.3538,485.39392,257.6723,485.39392
17,5,2,265.5976,451.90677,271.20282,470.14465,268.4002,470.14465
17,6,2,233.74266,441.82355,239.73293,460.6162,236.7378,460.6162
18,3,2,204.41841,427.73273,209.6616,444.36063,207.04001,444.36063
18,8,0,347.3787,483.05646,353.2403,495.50082,350.3095,495.50082
18,10,0,295.8775,444.27435,300.68954,459.18542,298.2835,459.18542
18,1,0,318.6248,461.95923,323.16818,476.2145,320.89648,476.2145
18,11,2,191.18771,444.95895,197.14426,461.30063,194.16599,461.30063
18,9,3,222.74643,467.13382,228.8442,486.91953,225.79532,486.91953
18,2,0,254.99095,472.1717,260.35242,485.38306,257.6717,485.38306
18,5,2,265.59775,451.92963,271.20013,470.1497,268.39893,470.1497
18,6,2,233.74335,441.80606,239.7319,460.65332,236.73763,460.65332
19,3,2,204.49373,427.62195,209.69798,444.05457,207.09586,444.05457
19,1,0,318.66876,461.82108,323.39844,476.38165,321.0336,476.38165
19,9,3,223.6096,467.06866,229.6954,486.46637,226.6525,486.46637
19,8,0,347.5863,482.57385,353.36215,495.27713,350.47424,495.27713
19,10,0,295.55515,443.287,300.78918,459.11685,298.17218,459.11685
19,11,2,191.21664,446.0997,197.46005,461.49237,194.33835,461.49237
19,5,2,265.60968,451.524,271.50348,470.266,268.55658,470.266
20,9,3,224.05815,466.77313,230.96417,487.18472,227.51117,487.18472
20,3,2,205.34149,427.41272,210.28871,444.1756,207.8151,444.1756
20,1,0,318.6905,461.83795,323.61285,476.49127,321.15167,476.49127
20,8,0,347.80524,481.90143,352.847,493.59995,350.3261,493.59995
20,10,0,295.8789,442.9384,300.9723,458.9692,298.4256,458.9692
20,11,2,191.23595,446.24878,197.91634,460.58417,194.57614,460.58417
20,5,2,264.9512,450.3101,271.30298,471.80457,268.12708,471.80457
21,9,3,225.3966,466.63766,233.33665,487.10733,229.36664,487.10733
21,8,0,348.10104,481.94717,353.3119,493.25146,350.70648,493.25146
21,3,2,206.00642,427.765,210.84494,445.3721,208.42569,445.3721
21,10,2,295.66586,442.32114,301.17914,458.6703,298.4225,458.6703
21,1,0,318.72437,461.60275,323.84985,476.84537,321.2871,476.84537
21,11,2,191.2453,446.03964,198.64932,461.1041,194.94731,461.1041
21,5,2,265.2133,450.19757,271.38477,471.55814,268.299,471.55814
21,6,2,233.74692,441.74316,239.97696,459.9579,236.86194,459.9579
22,9,3,225.26494,466.62265,233.28107,487.0291,229.27301,487.0291
22,8,0,348.30722,481.84552,353.17307,493.00763,350.74014,493.00763
22,3,2,206.25131,427.90915,210.99338,445.02872,208.62234,445.02872
22,1,0,318.72437,461.6345,323.84833,476.536,321.28635,476.536
22,10,2,295.62848,442.0935,301.2765,458.75732,298.45248,458.75732
22,11,2,191.24655,446.2268,198.70363,461.71085,194.9751,461.71085
22,6,2,233.74736,441.5487,239.99844,460.14276,236.8729,460.14276
22,5,2,265.29126,450.28088,271.41803,471.5305,268.35464,471.5305
23,8,0,348.5597,481.81665,353.2545,492.97327,350.9071,492.97327
23,9,3,226.30179,466.85297,234.78322,486.75763,230.54251,486.75763
23,10,2,295.3633,440.8587,301.38553,458.4874,298.37442,458.4874
23,12,2,286.70224,447.90622,290.61362,461.47977,288.65793,461.47977
23,3,2,206.61511,427.93234,211.38045,444.5511,208.99777,444.5511
23,1,0,318.73807,461.4192,324.36154,476.58408,321.5498,476.58408
23,6,2,233.74825,441.54498,240.05652,459.91125,236.90237,459.91125
23,5,2,265.49594,450.29785,271.4589,471.22675,268.47742,471.22675
24,8,0,349.25772,481.43542,353.65955,492.93362,351.45862,492.93362
24,9,3,226.34657,466.7709,234.92159,486.6067,230.63408,486.6067
24,12,2,286.75616,447.65952,290.9197,461.24506,288.83795,461.24506
24,10,2,295.3332,440.35757,301.61807,458.3055,298.47565,458.3055
24,3,2,206.69829,428.17697,211.5788,444.82782,209.13855,444.82782
24,5,2,265.57028,450.38684,271.57153,471.18774,268.57092,471.18774
24,1,0,318.74332,461.25876,324.54233,476.23114,321.64282,476.23114
24,6,2,233.74925,441.52423,240.23816,459.55167,236.99371,459.55167
25,8,0,349.2758,481.40518,353.71088,492.95502,351.49335,492.95502
25,9,3,226.36412,466.81534,234.87186,486.48618,230.61798,486.48618
25,13,2,168.83884,436.62482,174.2378,452.0547,171.53831,452.0547
25,12,2,286.76828,447.5994,291.0522,461.4684,288.91022,461.4684
25,10,2,295.27142,440.38586,301.57306,458.50168,298.42224,458.50168
25,14,2,221.5204,422.2347,224.50877,433.85144,223.01459,433.85144
25,3,2,206.70338,428.1908,211.62808,444.5825,209.16574,444.5825
25,1,0,318.7424,461.42923,324.43362,476.1404,321.588,476.1404
25,5,2,265.553,450.30026,271.59573,471.02808,268.57437,471.02808
26,8,0,349.83295,481.09415,353.88477,492.8994,351.85886,492.8994
26,12,2,286.73212,447.25424,290.76773,460.6103,288.74994,460.6103
26,13,2,167.6995,435.5491,173.8702,451.6212,170.78485,451.6212
26,9,3,227.11246,467.39996,235.43358,486.8161,231.27301,486.8161
26,10,2,295.23547,439.9299,301.65497,457.93723,298.44522,457.93723
26,14,2,221.34247,422.14972,224.54323,433.81403,222.94284,433.81403
26,5,2,265.72974,450.21045,271.78653,470.5711,268.75812,470.5711
26,3,2,206.7024,429.06616,211.92706,445.0322,209.31473,445.0322
26,1,0,318.74548,461.25052,324.64603,476.4225,321.69574,476.4225
27,8,0,350.41635,480.00427,354.41464,492.96426,352.4155,492.96426
27,12,2,286.66992,445.97064,290.66196,460.0982,288.66595,460.0982
27,13,2,166.80716,434.1571,172.84654,451.07855,169.82684,451.07855
27,14,2,221.30472,421.87094,224.77147,433.99316,223.03809,433.99316
27,15,2,148.74698,443.60962,155.40552,456.6949,152.07625,456.6949
27,10,2,295.12192,439.61487,301.66348,457.7396,298.3927,457.7396
27,5,2,265.5028,450.48492,271.79843,470.7844,268.65063,470.7844
27,1,0,318.74594,461.28815,324.74374,476.3239,321.74484,476.3239
28,8,0,350.42258,479.9917,354.41278,492.96622,352.41766,492.96622
28,12,2,286.67,446.04575,290.6562,460.15158,288.6631,460.15158
28,13,2,166.82007,434.24304,172.8849,451.02667,169.85248,451.02667
28,14,2,221.33125,421.8568,224.77226,434.0019,223.05176,434.0019
28,15,2,148.7469,443.605,155.39642,456.70404,152.07166,456.70404
28,10,2,295.15994,439.61246,301.62927,457.72485,298.3946,457.72485
28,5,2,265.50244,450.46066,271.79395,470.79034,268.6482,470.79034
28,1,0,318.74603,461.31778,324.72525,476.3003,321.73566,476.3003
29,8,0,350.51892,479.84348,354.67676,493.02365,352.59784,493.02365
29,12,2,286.53012,445.11655,290.42786,459.60553,288.479,459.60553
29,16,2,196.43256,445.58768,201.9493,463.13208,199.19092,463.13208
29,14,2,221.15054,421.34708,225.01753,434.03098,223.08405,434.03098
29,15,2,148.74672,444.05118,155.25565,456.77893,152.00119,456.77893
29,13,2,164.03319,432.97263,171.29701,450.91043,167.6651,450.91043
29,10,2,295.26422,439.50073,301.74606,457.51822,298.50513,457.51822
29,5,2,265.35162,450.68143,272.31174,471.23428,268.83167,471.23428
29,3,2,206.94492,429.02432,212.7665,444.84818,209.85571,444.84818
30,8,0,350.51517,479.77606,354.69644,492.99652,352.6058,492.99652
30,12,2,286.5369,445.08838,290.42593,459.62656,288.4814,459.62656
30,16,2,196.4606,445.74237,201.95512,463.0774,199.20786,463.0774
30,14,2,221.14886,421.4177,224.94719,433.98697,223.04803,433.98697
30,17,2,197.79533,453.47256,203.15387,475.21072,200.47461,475.21072
30,15,2,148.7465,444.0404,155.26108,456.80545,152.00378,456.80545
30,13,2,163.81384,432.55273,171.17503,450.821,167.49445,450.821
30,10,2,295.4176,439.66437,301.7862,457.48965,298.6019,457.48965
30,5,2,265.28745,451.0092,272.26202,471.55533,268.77472,471.55533
30,3,2,206.94524,428.99677,212.78441,444.91336,209.86482,444.91336
31,8,0,350.54266,479.06735,355.15244,493.09436,352.84753,493.09436
31,12,2,286.34607,444.5776,290.21494,459.364,288.28052,459.364
31,16,2,196.57535,445.49655,201.94937,462.55417,199.26236,462.55417
31,3,2,207.39906,428.81915,212.99521,444.91684,210.19714,444.91684
31,15,2,148.74493,443.87048,155.11711,456.71384,151.93103,456.71384
31,14,2,221.07545,421.31863,225.19775,433.8742,223.1366,433.8742
31,5,2,265.35,450.6729,272.28772,470.3041,268.81885,470.3041
31,10,2,296.18362,439.2045,302.12897,457.13898,299.1563,457.13898
31,13,2,161.64426,431.3747,170.36096,450.40033,166.00261,450.40033
31,17,2,198.20416,453.94565,203.06036,474.7722,200.63226,474.7722
32,8,0,350.57043,478.9203,355.56308,493.07516,353.06677,493.07516
32,12,2,286.1768,443.77338,289.8951,459.01602,288.03595,459.01602
32,18,0,259.31046,474.48196,265.78348,484.84042,262.54697,484.84042
32,16,2,196.73093,445.51508,202.01854,462.18198,199.37473,462.18198
32,15,2,148.7456,443.64465,155.07289,456.47324,151.90924,456.47324
32,14,2,221.16406,421.059,225.33601,434.15897,223.25003,434.15897
32,3,2,207.77524,428.7141,213.4171,444.45786,210.59616,444.45786
32,9,3,232.0229,466.10733,240.45723,486.4175,236.24007,486.4175
32,13,2,160.90738,429.41855,168.26877,450.38043,164.58807,450.38043
32,5,2,265.61008,450.51407,272.56976,470.38504,269.0899,470.38504
32,10,2,297.04706,438.9902,302.04947,456.60602,299.54828,456.60602
32,17,2,198.70671,455.95575,203.35904,474.80112,201.03287,474.80112
33,8,0,350.571,478.92987,355.55957,493.07443,353.0653,493.07443
33,12,2,286.22488,443.98724,289.95602,459.06323,288.09045,459.06323
33,18,0,259.2246,474.47256,265.78506,484.86493,262.50482,484.86493
33,14,2,221.0724,421.39365,225.2608,434.1907,223.1666,434.1907
33,16,2,196.70164,445.5784,202.01637,462.56662,199.35901,462.56662
33,15,2,148.74477,443.85675,155.11511,456.7836,151.92993,456.7836
33,9,3,232.13136,466.2087,240.53323,486.25922,236.3323,486.25922
33,13,2,160.96687,429.3935,168.28308,450.38846,164.62497,450.38846
33,3,2,207.77908,428.85135,213.39322,444.60532,210.58615,444.60532
33,5,2,265.5679,450.655,272.56317,470.56195,269.06555,470.56195
33,10,2,297.0352,439.00757,302.03494,456.63763,299.53506,456.63763
33,17,2,198.70457,456.51904,203.36452,474.8106,201.03455,474.8106
34,8,0,350.5993,478.748,355.7946,493.0332,353.19696,493.0332
34,12,2,286.0566,443.34918,289.5308,458.68423,287.7937,458.68423
34,13,2,161.0495,428.84225,167.48204,449.87842,164.26578,449.87842
34,15,2,148.74394,443.85556,154.88208,456.8943,151.81302,456.8943
34,18,0,260.3819,474.26834,265.80392,484.76395,263.0929,484.76395
34,14,2,221.21484,421.60156,225.28957,433.90698,223.2522,433.90698
34,10,2,297.1868,438.79153,302.11758,456.24847,299.6522,456.24847
34,5,2,266.0327,449.95966,272.8505,470.5918,269.4416,470.5918
34,3,2,208.1108,428.79996,213.88373,444.3562,210.99725,444.3562
35,8,0,350.61115,478.78503,356.0561,492.70798,353.33362,492.70798
35,12,2,285.7141,442.79446,289.28595,458.2579,287.50003,458.2579
35,13,2,160.6771,428.15,166.94112,449.42148,163.80911,449.42148
35,15,2,148.74066,443.92465,154.7171,456.9472,151.72888,456.9472
35,16,2,198.02534,445.20944,202.4167,462.25806,200.22102,462.25806
35,10,2,297.25928,438.6431,302.10736,455.75616,299.68332,455.75616
35,14,2,221.3582,421.90326,225.53088,434.0339,223.44455,434.0339
35,18,0,260.83752,474.2369,265.90134,484.49213,263.36945,484.49213
35,3,2,208.5763,427.74063,214.67213,444.2527,211.6242,444.2527
36,8,0,350.6198,478.8935,356.59686,492.63235,353.60834,492.63235
36,12,2,285.6551,442.36807,289.2715,457.83575,287.46332,457.83575
36,9,3,235.56253,465.5749,245.91426,486.73984,240.7384,486.73984
36,13,2,160.25687,427.93762,166.41016,449.30597,163.33351,449.30597
36,16,2,198.60954,445.09995,202.87318,462.33154,200.74136,462.33154
36,15,2,148.73412,443.83417,154.357,456.9562,151.54556,456.9562
36,10,2,297.29828,438.6362,302.11783,455.24847,299.70807,455.24847
36,14,2,221.41351,421.5096,225.59717,434.50406,223.50534,434.50406
37,8,0,350.6198,478.88702,356.5889,492.62943,353.60437,492.62943
37,12,2,285.6805,442.43356,289.31598,457.84824,287.49823,457.84824
37,13,2,160.26875,427.96994,166.3545,449.33392,163.31163,449.33392
37,9,3,235.57182,465.68112,245.98705,486.73007,240.77943,486.73007
37,16,2,198.61147,445.11884,202.87007,462.31427,200.74077,462.31427
37,15,2,148.73383,443.82962,154.36726,456.96277,151.55054,456.96277
37,10,2,297.3075,438.65518,302.11826,455.26047,299.7129,455.26047
37,14,2,221.42874,421.41794,225.59349,434.4623,223.51111,434.4623
38,8,0,350.62167,478.70648,357.0559,492.77625,353.8388,492.77625
38,12,2,285.72186,442.1342,289.48575,457.8152,287.60382,457.8152
38,13,2,159.78055,428.14325,165.49147,449.76324,162.63602,449.76324
38,16,2,199.02031,444.6451,203.2764,461.07013,201.14835,461.07013
38,10,2,297.3763,438.38544,302.3481,455.1536,299.8622,455.1536
38,9,3,236.94022,464.57687,245.93117,486.6829,241.4357,486.6829
38,15,2,148.72722,443.59937,154.19154,457.07233,151.45938,457.07233
38,14,2,221.89925,420.72668,225.82526,434.95514,223.86224,434.95514
39,8,0,350.62354,479.29764,357.43115,492.77847,354.02734,492.77847
39,12,2,285.7293,442.1784,289.7614,457.68198,287.74536,457.68198
39,16,2,199.51576,445.07516,204.05107,462.71335,201.78342,462.71335
39,14,2,221.99652,420.31216,225.92441,435.369,223.96046,435.369
39,15,2,148.71332,443.26932,153.83795,456.69528,151.27563,456.69528
39,10,2,297.3991,438.20337,302.37268,454.99722,299.8859,454.99722
39,13,2,159.38972,428.164,165.04152,450.2099,162.21562,450.2099
39,9,3,238.89386,469.06067,246.74918,486.46225,242.82152,486.46225
39,18,2,261.3923,472.34088,267.75623,484.75394,264.57428,484.75394
40,8,0,350.62354,479.28723,357.4334,492.77567,354.02847,492.77567
40,12,2,285.73666,442.19434,289.7581,457.6935,287.74738,457.6935
40,16,2,199.51538,445.0738,204.04932,462.7165,201.78235,462.7165
40,14,2,221.99309,420.2818,225.91832,435.36127,223.9557,435.36127
40,15,2,148.71321,443.26593,153.83745,456.6947,151.27533,456.6947
40,10,2,297.39862,438.19617,302.3756,455.00015,299.88712,455.00015
40,13,2,159.38292,428.19876,165.03998,450.2276,162.21146,450.2276
40,9,3,238.88748,469.09735,246.75005,486.4644,242.81876,486.4644
40,18,2,261.39355,472.35352,267.70206,484.74777,264.5478,484.74777
41,8,0,350.62393,479.4425,357.76132,492.75958,354.19263,492.75958
41,12,2,285.8558,442.41794,289.81805,457.61322,287.8369,457.61322
41,16,2,199.49342,444.90128,204.44917,463.5957,201.9713,463.5957
41,10,2,297.40448,438.34647,302.28653,455.11542,299.84552,455.11542
41,14,2,222.36546,420.1423,226.1813,434.49112,224.27338,434.49112
41,9,3,241.49274,467.9752,248.88312,486.7744,245.18793,486.7744
41,13,2,157.30252,429.15884,163.69128,450.73117,160.4969,450.73117
41,15,2,148.71019,443.5678,153.65427,456.65158,151.18222,456.65158
41,18,2,262.73355,472.24976,268.38672,484.43457,265.56012,484.43457
42,8,0,350.62436,479.34183,358.1497,492.6957,354.38702,492.6957
42,12,2,286.0819,442.3015,290.33972,457.68698,288.21082,457.68698
42,9,3,243.89912,465.9045,250.08414,487.1058,246.99164,487.1058
42,14,2,222.42851,419.94882,226.25294,434.39755,224.34073,434.39755
42,10,2,297.41266,438.32785,302.4476,455.3889,299.9301,455.3889
42,13,2,156.4712,429.14972,162.97844,450.3772,159.72482,450.3772
42,15,2,148.70914,443.3463,153.76982,456.56747,151.23947,456.56747
42,16,2,199.7944,444.6751,204.87285,461.04742,202.33362,461.04742
42,18,2,263.47076,472.14874,268.84122,484.2208,266.156,484.2208
43,8,0,350.62457,478.94852,358.23843,492.84122,354.43152,492.84122
43,12,2,286.2146,442.82443,290.4253,458.34915,288.31995,458.34915
43,10,2,297.43887,438.52954,302.4321,455.47852,299.9355,455.47852
43,14,2,222.17786,419.3865,226.39339,434.96118,224.28561,434.96118
43,15,2,148.71265,443.19257,153.93375,456.38577,151.3232,456.38577
43,9,3,243.99863,465.16312,250.77194,487.58203,247.38528,487.58203
43,18,2,263.8161,471.84265,269.34137,483.66138,266.57874,483.66138
43,13,2,155.81844,429.83063,162.2954,451.22095,159.05692,451.22095
44,8,0,350.62457,479.05008,358.36572,492.80634,354.49515,492.80634
44,14,2,222.10596,419.3857,226.42877,435.062,224.26736,435.062
44,10,2,297.42975,438.67487,302.43567,455.58252,299.9327,455.58252
44,12,2,286.29025,443.4012,290.56305,458.45474,288.42664,458.45474
44,15,2,148.7158,443.00198,154.02126,456.3904,151.36853,456.3904
44,9,3,244.02693,465.0742,250.75949,487.52618,247.39322,487.52618
44,19,3,242.91534,468.58826,250.05069,487.26144,246.48302,487.26144
44,18,2,263.91855,471.92758,269.27563,483.32233,266.5971,483.32233
44,16,2,200.14291,445.73386,206.25287,463.89328,203.19789,463.89328
44,13,2,155.67004,430.0946,162.11888,451.34167,158.89447,451.34167
45,8,0,350.6248,478.8488,358.5095,492.47797,354.56714,492.47797
45,14,2,221.89838,418.99072,226.5332,435.46866,224.21579,435.46866
45,10,2,297.46143,438.6619,302.63397,455.2771,300.0477,455.2771
45,15,2,148.73259,442.34634,154.44968,456.292,151.59113,456.292
45,12,2,286.45047,442.9316,290.82346,458.3268,288.63696,458.3268
45,19,3,243.67595,467.14667,250.12941,486.02188,246.90268,486.02188
45,18,2,264.63147,471.95575,269.55533,483.50842,267.09338,483.50842
46,8,0,350.62482,479.05502,358.75262,492.1824,354.68872,492.1824
46,15,2,148.73285,441.75122,154.63956,456.11816,151.6862,456.11816
46,10,2,297.4711,438.65878,302.81546,455.16266,300.14328,455.16266
46,14,2,221.74446,418.61014,226.64395,436.0245,224.19421,436.0245
46,12,2,286.33322,442.2991,290.85794,458.0769,288.59558,458.0769
46,19,3,244.6438,465.19308,250.57643,484.03714,247.6101,484.03714
47,8,0,350.62482,478.73737,358.75247,492.29425,354.68866,492.29425
47,15,2,148.73239,441.61987,154.65059,456.0963,151.6915,456.0963
47,14,2,221.78102,418.64993,226.75743,436.0892,224.26923,436.0892
47,10,2,297.4703,438.77612,302.8137,455.16937,300.142,455.16937
47,12,2,286.34302,442.3329,290.9207,458.32,288.63184,458.32
47,19,3,244.68962,465.13477,250.51982,484.1716,247.60472,484.1716
47,13,2,153.79884,432.27924,159.80151,452.83478,156.80017,452.83478
48,15,2,148.73686,439.21143,154.86417,456.17047,151.8005,456.17047
48,14,2,221.04259,418.8314,226.68477,436.5723,223.86368,436.5723
48,10,2,297.4773,438.61612,303.07303,454.95364,300.27515,454.95364
