frame,track_id,class_id,x1,y1,x2,y2,cx,cy
155,47,2,190.69675,444.81625,197.60448,471.07135,194.1506,471.07135
155,52,2,217.49161,460.2294,226.36688,483.29932,221.92924,483.29932
155,56,2,202.46947,441.0702,211.90512,467.0389,207.18729,467.0389
155,55,2,300.64386,454.41748,308.84576,470.37976,304.7448,470.37976
155,45,2,169.98038,459.3084,176.88405,482.11383,173.43222,482.11383
155,57,2,344.3111,455.21823,350.84827,471.5716,347.57968,471.5716
155,53,2,133.79265,465.2651,141.0922,489.0008,137.44241,489.0008
155,50,2,145.09206,463.0438,153.5537,486.75427,149.32288,486.75427
156,49,2,356.9115,468.49542,365.13593,493.7642,361.0237,493.7642
156,54,2,318.20526,443.90656,324.87045,467.09882,321.53784,467.09882
156,47,2,190.6946,444.36026,197.6974,471.02686,194.196,471.02686
156,46,2,267.66046,470.6218,277.05103,497.88727,272.35574,497.88727
156,44,2,113.68684,476.6135,123.97328,499.5381,118.83006,499.5381
156,56,2,202.52962,440.91464,211.8145,467.22842,207.17206,467.22842
156,52,2,217.78862,460.15997,226.68198,483.56152,222.23529,483.56152
156,55,2,300.5132,454.23285,308.50375,470.1034,304.50848,470.1034
156,45,2,169.98093,459.21387,177.22507,482.01913,173.603,482.01913
156,57,2,344.8872,454.9473,350.9551,471.52533,347.92114,471.52533
156,50,2,144.91222,462.34302,153.47946,486.58105,149.19583,486.58105
156,53,2,133.81982,464.78934,141.10005,488.6161,137.45993,488.6161
157,47,2,190.86299,443.9038,197.95837,470.94473,194.41068,470.94473
157,46,2,268.00668,471.4661,277.38065,498.14984,272.69366,498.14984
157,44,2,113.39872,476.66943,124.32207,499.57974,118.8604,499.57974
157,49,2,358.15033,468.68454,365.91092,493.5402,362.03064,493.5402
157,54,2,318.714,444.00198,324.96204,466.905,321.838,466.905
157,56,2,203.12534,440.50583,212.84537,466.81168,207.98535,466.81168
157,45,2,169.97845,459.54718,177.2339,482.3025,173.60617,482.3025
157,57,2,345.18518,454.42172,351.20413,471.62088,348.19464,471.62088
157,52,2,218.18813,459.47693,227.25003,483.48596,222.71909,483.48596
157,50,2,144.64297,461.79135,153.4551,486.62915,149.04904,486.62915
157,53,2,133.50932,464.01395,140.88779,488.42853,137.19855,488.42853
157,55,2,299.9313,453.55817,308.21506,469.13898,304.07318,469.13898
158,47,2,190.86203,443.90662,197.9408,470.93326,194.40141,470.93326
158,46,2,268.00998,471.4782,277.3723,498.14893,272.69116,498.14893
158,44,2,113.39931,476.69904,124.31192,499.57123,118.85561,499.57123
158,49,2,358.15054,468.6846,365.91064,493.54007,362.03058,493.54007
158,54,2,318.71283,444.0151,324.96167,466.8961,321.83725,466.8961
158,56,2,203.14261,440.50916,212.84322,466.79117,207.99292,466.79117
158,45,2,169.97852,459.55872,177.22322,482.30237,173.60086,482.30237
158,57,2,345.1862,454.41864,351.20425,471.62137,348.19522,471.62137
158,52,2,218.22136,459.48358,227.25323,483.49277,222.7373,483.49277
158,58,2,177.08173,452.27567,183.33086,476.6383,180.2063,476.6383
158,50,2,144.64774,461.82037,153.45613,486.6316,149.05194,486.6316
158,53,2,133.51291,463.96234,140.8751,488.3869,137.194,488.3869
158,55,2,299.90826,453.52954,308.21512,469.12625,304.0617,469.12625
159,47,2,190.87054,443.6732,198.2922,471.12762,194.58138,471.12762
159,44,2,113.03007,476.67422,124.60535,499.5231,118.8177,499.5231
159,46,2,268.58905,471.59558,278.1005,498.34598,273.3448,498.34598
159,49,2,358.9453,468.93063,366.63586,493.59756,362.7906,493.59756
159,54,2,318.7337,443.90552,325.56256,467.24854,322.14813,467.24854
159,45,2,169.9801,459.70215,177.3832,482.3735,173.68164,482.3735
159,56,2,203.74814,440.29202,213.21022,466.6188,208.47919,466.6188
159,58,2,177.53069,451.97113,183.43283,476.2861,180.48175,476.2861
159,57,2,345.28995,454.46994,351.88495,471.7568,348.58746,471.7568
159,52,2,218.58145,459.2768,227.96527,483.5073,223.27336,483.5073
159,50,2,144.66714,462.03314,153.71277,486.42148,149.18996,486.42148
159,53,2,133.86313,463.75848,141.7826,487.89236,137.82286,487.89236
160,49,2,359.65216,468.80234,367.54587,493.91504,363.599,493.91504
160,46,2,269.3286,471.41187,278.7609,498.54114,274.04474,498.54114
160,47,2,190.84856,443.50275,198.13902,470.845,194.49379,470.845
160,44,2,112.780685,476.431,124.830536,499.41898,118.80561,499.41898
160,54,2,318.73804,443.5072,326.1435,467.46176,322.44077,467.46176
160,58,2,177.83269,452.0939,183.52098,476.93066,180.67683,476.93066
160,57,2,345.75027,454.0985,352.94617,471.56064,349.3482,471.56064
160,45,2,169.98586,459.52588,177.42964,482.17706,173.70775,482.17706
160,56,2,204.809,440.47137,213.63042,466.56793,209.21971,466.56793
160,52,2,218.93109,459.59647,228.47736,483.3932,223.70422,483.3932
160,53,2,134.02484,463.8521,142.25548,488.34207,138.14017,488.34207
160,50,2,144.9553,461.8803,153.87424,486.70963,149.41476,486.70963
161,49,2,361.0745,468.91867,368.49332,494.695,364.7839,494.695
161,46,2,269.66162,472.61465,279.96164,498.69037,274.81165,498.69037
161,44,2,112.91775,476.37003,124.56286,499.29202,118.7403,499.29202
161,47,2,190.52393,443.35266,198.23433,470.29178,194.37912,470.29178
161,54,2,318.74496,443.80856,327.18677,467.48953,322.96588,467.48953
161,58,2,178.45654,452.76724,183.8302,477.75195,181.14337,477.75195
161,57,2,346.69046,453.95383,353.14676,472.04855,349.9186,472.04855
161,56,2,205.7289,440.1829,214.34541,467.11194,210.03716,467.11194
161,52,2,220.40886,459.87686,228.81587,483.2141,224.61237,483.2141
161,45,2,169.98906,459.5045,177.70967,482.1342,173.84937,482.1342
161,55,2,298.67178,452.55615,308.44803,468.9177,303.5599,468.9177
161,50,2,144.5738,461.29578,153.62173,486.26846,149.09778,486.26846
161,53,2,134.13638,463.4366,142.27058,487.8919,138.20349,487.8919
162,49,2,361.07474,468.91898,368.49258,494.69525,364.78366,494.69525
162,46,2,269.64273,472.61917,280.0128,498.7008,274.82776,498.7008
162,44,2,112.92404,476.34988,124.5652,499.29224,118.74462,499.29224
162,47,2,190.52858,443.35275,198.2462,470.30255,194.38739,470.30255
162,51,2,318.74533,443.7321,327.204,467.48398,322.97467,467.48398
162,58,2,178.43346,452.7251,183.83371,477.72406,181.13358,477.72406
162,57,2,346.69513,453.95197,353.1459,472.04938,349.92053,472.04938
162,56,2,205.72705,440.17776,214.3608,467.12152,210.04391,467.12152
162,52,2,220.44414,459.92902,228.80118,483.2161,224.62265,483.2161
162,45,2,169.98914,459.5041,177.71527,482.13474,173.8522,482.13474
162,54,2,320.4134,444.19012,329.3814,467.46432,324.8974,467.46432
162,55,2,298.67297,452.6189,308.44138,468.93594,303.5572,468.93594
162,59,2,194.49298,449.1761,201.9469,471.04623,198.21994,471.04623
162,50,2,144.57124,461.3211,153.62665,486.28635,149.09894,486.28635
162,53,2,134.14653,463.4544,142.30946,487.908,138.228,487.908
163,46,2,270.1076,471.93356,281.46948,498.56204,275.78854,498.56204
163,54,2,321.06897,444.45276,329.4056,467.5102,325.2373,467.5102
163,44,2,112.93148,476.07248,124.579056,499.22455,118.755264,499.22455
163,47,2,190.4038,442.81702,198.52936,469.88947,194.46658,469.88947
163,49,2,361.24634,469.3623,369.58765,494.69687,365.417,494.69687
163,58,2,176.86952,453.92096,183.47403,479.52246,180.17178,479.52246
163,52,2,221.41837,459.3889,229.45975,483.3378,225.43906,483.3378
163,56,2,206.8876,439.60345,215.3741,466.60013,211.13086,466.60013
163,57,2,347.93802,453.61948,354.26477,471.83954,351.10138,471.83954
163,59,2,194.74982,449.096,201.98804,471.4217,198.36893,471.4217
163,55,2,298.5222,452.22662,308.91162,468.73123,303.71692,468.73123
163,53,2,134.11444,463.62604,142.59631,488.15012,138.35538,488.15012
163,45,2,169.99315,459.12885,178.62814,481.70032,174.31064,481.70032
163,50,2,144.50699,461.0038,153.59125,486.23932,149.04912,486.23932
164,54,2,322.0366,444.8994,329.51385,467.5696,325.7752,467.5696
164,46,2,270.60757,471.89474,282.08713,498.83914,276.34735,498.83914
164,44,2,112.96398,475.56836,123.97375,498.82596,118.468864,498.82596
164,49,2,363.42938,469.37057,371.89774,495.03085,367.66357,495.03085
164,47,2,190.83305,442.85907,199.02376,469.98584,194.9284,469.98584
164,58,2,175.89824,454.37253,183.4224,479.94412,179.66031,479.94412
164,59,2,194.71559,447.9326,202.06668,471.9011,198.39114,471.9011
164,55,2,298.54056,451.42682,308.95242,469.50436,303.7465,469.50436
164,52,2,221.63033,459.7369,230.28763,481.83936,225.95898,481.83936
164,57,2,349.53284,454.17273,355.20963,471.6681,352.37122,471.6681
164,56,2,207.3708,439.03204,216.22365,465.51022,211.79723,465.51022
164,50,2,144.03256,460.6621,153.33745,486.46066,148.685,486.46066
164,53,2,134.31465,463.6005,142.90178,488.06866,138.60822,488.06866
165,54,2,322.04022,444.91595,329.51028,467.5749,325.77527,467.5749
165,46,2,270.6083,471.90347,282.08517,498.83966,276.34674,498.83966
165,44,2,112.96352,475.56082,123.97119,498.83026,118.467354,498.83026
165,49,2,363.4287,469.3722,371.8976,495.02933,367.66315,495.02933
165,47,2,190.84113,442.80557,199.00482,469.94507,194.92297,469.94507
165,58,2,175.97433,454.36124,183.43831,479.91016,179.70633,479.91016
165,59,2,194.71576,447.99655,202.06061,471.88855,198.38818,471.88855
165,55,2,298.54562,451.4194,308.9478,469.5088,303.7467,469.5088
165,52,2,221.63818,459.739,230.28499,481.83398,225.96158,481.83398
165,57,2,349.53378,454.16748,355.21136,471.67108,352.37256,471.67108
165,56,2,207.35448,437.3015,216.46411,464.3029,211.9093,464.3029
165,53,2,134.30812,463.6178,143.00923,488.0974,138.65868,488.0974
165,50,2,144.16005,460.8032,153.39021,486.5309,148.77513,486.5309
166,54,2,323.38712,444.98492,330.69724,467.92444,327.04218,467.92444
166,46,2,272.25565,472.39227,282.54724,498.85764,277.40143,498.85764
166,49,2,365.39575,469.59286,372.79642,495.34677,369.09607,495.34677
166,55,2,298.8554,450.13583,310.21887,472.59277,304.53714,472.59277
166,44,2,113.258766,475.8224,123.9568,498.94266,118.60779,498.94266
166,52,2,222.52039,460.05597,230.7325,482.7664,226.62643,482.7664
166,58,2,174.75949,455.47046,182.69525,480.17947,178.72737,480.17947
166,47,2,190.96053,442.8718,198.54033,469.19208,194.75043,469.19208
166,57,2,350.39404,453.7751,356.9678,471.87485,353.6809,471.87485
166,59,2,195.53894,446.60925,202.65471,471.259,199.09683,471.259
166,56,2,208.12325,437.1937,217.51147,464.6585,212.81735,464.6585
166,53,2,134.70566,464.06104,143.36298,488.01324,139.03432,488.01324
166,50,2,144.36287,460.39124,153.1065,486.41174,148.73468,486.41174
167,46,2,272.38617,472.46707,282.50577,498.8793,277.44598,498.8793
167,54,2,323.48743,445.06003,330.71204,467.9478,327.09973,467.9478
167,49,2,365.36655,469.63477,372.7819,495.39304,369.07422,495.39304
167,55,2,298.7839,450.1095,310.24554,472.71762,304.5147,472.71762
167,44,2,113.30784,475.7609,123.91584,498.88812,118.61184,498.88812
167,52,2,222.53773,460.0481,230.66457,482.09186,226.60115,482.09186
167,58,2,174.62802,455.61707,182.35347,480.16623,178.49075,480.16623
167,57,2,350.33423,453.8491,357.00793,471.70227,353.67108,471.70227
167,59,2,195.57811,446.6733,202.58661,471.20236,199.08237,471.20236
167,47,2,190.92792,442.89243,198.45253,469.05472,194.69022,469.05472
167,60,2,172.93097,456.13263,180.96254,480.53262,176.94675,480.53262
167,56,2,208.1416,437.0084,217.53012,464.37033,212.83586,464.37033
167,53,2,134.70924,464.09265,143.14145,487.98132,138.92535,487.98132
167,50,2,144.30235,460.31332,153.05092,486.0567,148.67664,486.0567
168,49,2,366.7704,469.3078,374.20694,495.65817,370.48865,495.65817
168,46,2,273.23242,471.59308,283.25974,498.8772,278.2461,498.8772
168,54,2,324.51483,444.69415,331.45602,468.30923,327.9854,468.30923
168,59,2,196.90454,448.68518,204.54596,472.24188,200.72525,472.24188
168,55,2,301.15683,450.9176,309.73096,473.31277,305.4439,473.31277
168,44,2,113.89677,475.2053,122.98985,498.7111,118.44331,498.7111
168,58,2,174.24818,456.03348,181.80035,480.28506,178.02426,480.28506
168,52,2,223.90154,459.88095,232.04225,481.63904,227.9719,481.63904
168,47,2,190.82663,442.31262,197.714,468.81903,194.27032,468.81903
168,57,2,350.98718,453.89005,357.66022,473.529,354.3237,473.529
168,56,2,209.65775,436.74597,220.36972,461.1209,215.01373,461.1209
168,50,2,144.39369,460.02176,152.51129,485.49777,148.45248,485.49777
168,53,2,134.83237,464.11563,143.6457,487.0229,139.23904,487.0229
169,49,2,368.05508,469.28656,376.27094,495.21597,372.16302,495.21597
169,54,2,325.51495,444.06244,333.60468,468.44778,329.5598,468.44778
169,46,2,274.37442,471.8768,284.46707,498.99457,279.42075,498.99457
169,59,2,198.2586,449.4531,205.846,472.9327,202.0523,472.9327
169,60,2,172.80775,456.7352,180.76102,480.77164,176.7844,480.77164
169,55,2,302.04434,451.27463,310.43826,474.05478,306.2413,474.05478
169,52,2,223.86497,459.77237,233.44524,482.11118,228.6551,482.11118
169,44,2,114.22971,475.09338,122.50974,499.07404,118.36973,499.07404
169,57,2,352.26666,453.8861,359.03552,473.9782,355.6511,473.9782
169,47,2,190.25285,443.28568,197.99495,469.91577,194.1239,469.91577
169,56,2,211.47816,436.3512,220.89265,462.16898,216.18541,462.16898
169,53,2,135.10846,463.86435,145.9386,487.0592,140.52353,487.0592
169,50,2,145.22598,459.66687,153.05229,485.37125,149.13913,485.37125
170,49,2,368.05664,469.25977,376.2663,495.21237,372.16147,495.21237
170,54,2,325.65033,443.9928,333.63806,468.51984,329.6442,468.51984
170,46,2,274.3726,471.83505,284.52362,498.9974,279.44812,498.9974
170,59,2,198.24644,449.28125,205.80867,473.0145,202.02756,473.0145
170,55,2,302.03207,450.65103,310.44177,473.99924,306.23694,473.99924
170,60,2,172.75461,456.70688,180.75417,480.78287,176.7544,480.78287
170,52,2,223.98611,459.5434,233.58658,481.87784,228.78635,481.87784
170,44,2,114.209435,475.07388,122.51141,499.07837,118.36043,499.07837
170,57,2,352.28403,453.8388,359.06473,474.01636,355.67438,474.01636
170,47,2,190.19023,443.2172,197.94919,469.67303,194.0697,469.67303
170,56,2,211.51653,436.3051,220.87384,462.20645,216.19519,462.20645
170,53,2,135.11215,463.81805,145.95477,487.04987,140.53346,487.04987
170,50,2,145.22563,459.64636,153.05649,485.36646,149.14105,485.36646
171,49,2,370.52048,470.4099,377.80045,495.78333,374.16046,495.78333
171,54,2,327.41312,443.5693,334.64096,468.18817,331.02704,468.18817
171,46,2,275.3508,472.9743,285.6256,499.146,280.48822,499.146
171,60,2,173.37332,456.30893,180.84354,480.66467,177.10843,480.66467
171,59,2,199.41478,450.52872,206.80125,473.73505,203.10802,473.73505
171,55,2,302.5929,450.70737,311.70325,473.9982,307.14807,473.9982
171,52,2,224.86305,459.68423,234.92816,482.2763,229.8956,482.2763
171,53,2,135.99445,462.9503,146.62358,486.70364,141.30902,486.70364
171,56,2,212.29794,436.0765,221.82034,462.24326,217.05914,462.24326
171,44,2,114.371025,475.16345,122.432304,498.9053,118.401665,498.9053
171,50,2,147.36247,459.96622,153.58652,485.04446,150.47449,485.04446
171,57,2,355.1071,455.6875,361.42007,472.869,358.26358,472.869
172,49,2,370.51297,470.3953,377.75867,495.7602,374.1358,495.7602
172,54,2,327.42966,443.60095,334.61908,468.25558,331.02435,468.25558
172,46,2,275.0336,472.9122,285.74197,499.12888,280.3878,499.12888
172,60,2,173.27617,456.3065,180.82591,480.76315,177.05104,480.76315
172,59,2,199.41103,450.86017,206.79253,473.82822,203.10178,473.82822
172,55,2,302.5963,450.72528,311.66586,474.01538,307.1311,474.01538
172,52,2,224.89265,459.64755,234.94418,482.31363,229.91843,482.31363
172,53,2,135.9656,462.83282,146.66997,486.78043,141.31778,486.78043
172,44,2,114.3223,475.17554,122.53102,498.92987,118.42667,498.92987
172,56,2,212.21686,436.12137,222.04645,462.41232,217.13165,462.41232
172,50,2,147.47029,459.99396,153.74901,485.19443,150.60965,485.19443
172,57,2,355.10413,455.9448,361.40204,472.72955,358.25308,472.72955
172,61,2,187.72606,443.94077,194.05824,469.13535,190.89215,469.13535
173,49,2,372.32043,470.10962,379.52866,496.51877,375.92456,496.51877
173,48,2,304.3994,450.38138,313.08572,473.4941,308.74255,473.4941
173,60,2,173.74512,456.56113,181.001,481.12186,177.37306,481.12186
173,59,2,201.34923,452.75986,207.95337,475.2026,204.6513,475.2026
173,53,2,136.26736,462.54132,147.89003,486.61603,142.0787,486.61603
173,44,2,114.40823,474.93738,123.302246,498.86713,118.85524,498.86713
173,54,2,329.17273,443.67358,335.43863,467.85495,332.30566,467.85495
173,56,2,214.53993,435.67007,224.12222,460.78543,219.33109,460.78543
173,46,2,277.30106,473.60724,287.2608,499.49722,282.28094,499.49722
173,52,2,226.06976,460.18073,236.41623,483.41074,231.243,483.41074
173,58,2,174.25783,454.58313,183.42899,481.06018,178.84341,481.06018
173,57,2,356.24835,454.69223,362.6325,473.5431,359.44043,473.5431
173,50,2,147.99971,460.06638,154.22375,485.27115,151.11172,485.27115
174,49,2,374.2874,470.61896,382.4076,496.24396,378.3475,496.24396
174,54,2,330.3479,444.1847,336.948,467.63068,333.64795,467.63068
174,48,2,305.8206,450.86386,313.76666,473.40573,309.79364,473.40573
174,60,2,174.39807,456.65692,181.18939,480.4694,177.79373,480.4694
174,46,2,278.24112,473.57965,287.7418,499.92865,282.99146,499.92865
174,56,2,215.46796,435.79034,224.52861,461.4333,219.99829,461.4333
174,62,2,181.61084,450.97482,188.11812,477.04422,184.86447,477.04422
174,59,2,201.81845,454.29315,209.08716,475.44003,205.4528,475.44003
174,52,2,228.4826,459.63504,237.20831,482.5585,232.84546,482.5585
174,44,2,114.68015,475.49557,123.54071,498.95483,119.11043,498.95483
174,58,2,176.49136,453.27615,185.18643,480.2952,180.8389,480.2952
174,53,2,136.61296,462.40836,148.27795,486.33624,142.44547,486.33624
174,57,2,357.79333,455.35715,363.89117,472.6548,360.84225,472.6548
174,50,2,148.24713,460.03207,154.22113,484.7946,151.23413,484.7946
174,63,2,182.6413,448.50726,191.27881,471.641,186.96005,471.641
175,49,2,374.2785,470.61136,382.41357,496.2452,378.34604,496.2452
175,54,2,330.34497,444.19473,336.9475,467.71902,333.64624,467.71902
175,48,2,305.84082,450.88498,313.76483,473.42224,309.80283,473.42224
175,60,2,174.43828,456.3198,181.2193,480.40616,177.8288,480.40616
175,46,2,278.22998,473.53036,287.75513,499.92117,282.99255,499.92117
175,56,2,215.39981,435.7755,224.544,461.43646,219.97191,461.43646
175,62,2,181.63524,450.94043,188.11531,477.09518,184.87527,477.09518
175,52,2,228.50984,459.60605,237.26668,482.5973,232.88826,482.5973
175,59,2,201.81744,454.27444,209.07086,475.40268,205.44415,475.40268
175,44,2,114.67369,475.48212,123.531006,498.9542,119.10235,498.9542
175,64,2,194.84091,440.45477,202.05011,464.60745,198.44551,464.60745
175,53,2,136.59079,462.39404,148.24042,486.35864,142.4156,486.35864
175,58,2,176.39067,453.204,185.13591,480.23553,180.76329,480.23553
175,57,2,357.79523,455.36755,363.89194,472.65314,360.84357,472.65314
175,63,2,182.70392,448.50037,191.27739,472.00504,186.99066,472.00504
175,50,2,148.24394,460.01022,154.21216,484.8015,151.22806,484.8015
176,54,2,331.4155,444.2872,338.3369,467.3576,334.87622,467.3576
176,46,2,279.72723,473.0515,290.64853,500.10962,285.18787,500.10962
176,56,2,215.83563,435.75903,225.4499,462.60297,220.64276,462.60297
176,49,2,375.5164,471.3288,384.2515,496.3858,379.88394,496.3858
176,64,2,194.90453,440.16217,201.95622,462.9329,198.43037,462.9329
176,48,2,307.6929,450.46524,314.76505,473.1948,311.22897,473.1948
176,60,2,175.04471,455.79703,182.00163,480.24655,178.52316,480.24655
176,62,2,181.51619,450.784,188.41881,477.61264,184.9675,477.61264
176,53,2,136.9967,462.1725,148.53865,486.6825,142.76767,486.6825
176,44,2,114.92934,475.24014,123.48583,498.8005,119.20758,498.8005
176,59,2,201.86827,454.00394,209.93234,476.007,205.9003,476.007
176,58,2,177.34819,452.01968,186.89394,480.09482,182.12106,480.09482
176,50,2,147.68901,459.83255,154.32635,484.54407,151.00769,484.54407
176,52,2,229.66434,460.36853,238.14597,483.21262,233.90515,483.21262
176,63,2,183.21732,449.25412,191.2796,473.4161,187.24846,473.4161
176,57,2,360.31918,455.6541,365.8813,472.3176,363.10022,472.3176
177,46,2,280.98093,472.91495,292.40463,499.89542,286.69278,499.89542
177,48,2,308.5532,449.42862,315.21143,472.9983,311.88232,472.9983
177,54,2,333.52234,444.96957,340.65646,469.08463,337.08942,469.08463
177,64,2,195.5162,439.8588,202.07037,461.49872,198.79329,461.49872
177,56,2,217.25139,435.53897,226.95284,464.44614,222.10211,464.44614
177,60,2,175.5871,456.55618,183.7803,480.33646,179.6837,480.33646
177,49,2,377.63922,471.67972,387.1766,496.9692,382.4079,496.9692
177,62,2,181.2931,450.99756,189.13379,477.97836,185.21344,477.97836
177,44,2,115.95024,475.1916,123.634254,498.4607,119.79225,498.4607
177,63,2,183.48291,449.30176,191.32436,475.88824,187.40363,475.88824
177,57,2,361.21115,454.5822,367.98807,473.2462,364.5996,473.2462
177,53,2,138.07129,461.06125,149.84222,486.79327,143.95676,486.79327
177,52,2,230.5761,460.92575,239.39491,483.91803,234.9855,483.91803
177,58,2,176.79375,452.24994,187.42604,480.1734,182.1099,480.1734
177,59,2,203.65573,453.1683,211.34668,476.97913,207.5012,476.97913
177,50,2,146.47873,460.23907,154.06306,485.35397,150.2709,485.35397
178,48,2,309.6546,449.8027,316.47235,472.86105,313.06348,472.86105
178,54,2,335.33987,444.7466,342.02997,468.94217,338.68494,468.94217
178,46,2,282.86652,472.196,293.99783,499.65085,288.4322,499.65085
178,64,2,196.31335,439.68637,203.2788,460.7428,199.79608,460.7428
178,49,2,379.52518,471.87204,389.61905,497.14087,384.5721,497.14087
178,59,2,206.60693,452.96356,212.7572,476.01898,209.68207,476.01898
178,63,2,183.70549,449.7795,191.51819,477.98517,187.61185,477.98517
178,60,2,176.36368,456.22342,183.17644,480.28497,179.77005,480.28497
178,56,2,218.88467,436.02194,229.21622,463.90707,224.05045,463.90707
178,44,2,116.94505,475.242,123.97267,498.38254,120.45886,498.38254
178,62,2,181.16081,451.11633,190.03374,478.43887,185.59727,478.43887
178,53,2,138.60431,461.01562,147.92584,486.60773,143.26508,486.60773
178,52,2,232.3479,461.4749,240.57402,482.4232,236.46097,482.4232
178,58,2,177.01572,453.7515,186.82167,480.314,181.9187,480.314
178,57,2,361.24734,454.84396,369.49722,473.23117,365.37228,473.23117
179,48,2,309.65338,449.80582,316.4708,472.86295,313.06207,472.86295
179,54,2,335.34085,444.74673,342.02963,468.93945,338.68524,468.93945
179,46,2,282.86633,472.20032,293.9957,499.64557,288.43103,499.64557
179,64,2,196.31137,439.68936,203.28102,460.7448,199.7962,460.7448
179,49,2,379.52545,471.87314,389.6182,497.1401,384.57184,497.1401
179,59,2,206.6077,452.97153,212.75587,476.01663,209.6818,476.01663
179,63,2,183.70857,449.78763,191.51721,477.98596,187.61288,477.98596
179,60,2,176.3619,456.22537,183.17233,480.28473,179.76712,480.28473
179,56,2,218.86084,435.9974,229.2116,463.8852,224.03622,463.8852
179,44,2,116.94402,475.2522,123.97018,498.3782,120.4571,498.3782
179,62,2,181.1643,451.11786,190.03447,478.4378,185.5994,478.4378
179,53,2,138.60593,461.03812,147.9214,486.62582,143.26367,486.62582
179,52,2,232.35205,461.48544,240.56999,482.41534,236.46103,482.41534
179,58,2,177.0135,453.76187,186.81532,480.31448,181.91441,480.31448
179,57,2,361.24734,454.84344,369.4962,473.2313,365.37177,473.2313
180,64,2,197.97507,439.4819,204.60008,460.4584,201.28757,460.4584
180,54,2,337.26938,443.99557,344.40894,468.87805,340.83917,468.87805
180,49,2,382.098,471.9029,390.91263,497.95325,386.5053,497.95325
180,48,2,310.23822,449.61322,317.51532,472.75772,313.87677,472.75772
180,46,2,284.19922,472.53867,294.903,500.29895,289.55112,500.29895
180,59,2,207.85558,453.07608,214.4799,476.16928,211.16774,476.16928
180,53,2,139.7345,461.4553,149.15295,486.71075,144.44373,486.71075
180,57,2,365.5514,456.17844,371.97363,474.39377,368.7625,474.39377
180,44,2,117.2838,475.06927,124.53816,498.20428,120.91098,498.20428
180,63,2,183.90927,449.99713,191.85347,478.08612,187.88138,478.08612
180,60,2,177.67838,455.8881,185.67648,480.26752,181.67743,480.26752
180,58,2,178.0323,454.33673,188.04503,480.32855,183.03867,480.32855
180,56,2,219.70262,436.5457,230.37206,463.4704,225.03734,463.4704
180,62,2,180.29297,451.522,190.71295,479.43646,185.50296,479.43646
180,52,2,233.73747,461.44983,241.88683,481.95325,237.81215,481.95325
181,64,2,200.5733,439.53186,206.39357,462.077,203.48343,462.077
181,59,2,209.01564,452.91016,215.59793,475.74435,212.3068,475.74435
181,48,2,312.61844,449.83878,318.85956,473.02713,315.739,473.02713
181,53,2,140.83054,460.86172,149.90302,487.2039,145.36678,487.2039
181,49,2,384.06052,472.2882,392.0,498.68777,388.03027,498.68777
181,46,2,286.84695,474.5028,296.30185,501.74802,291.5744,501.74802
181,44,2,117.95487,475.89273,125.08388,498.02072,121.51938,498.02072
181,57,2,366.72406,454.9739,374.51447,473.93683,370.61926,473.93683
181,54,2,339.81427,443.6496,345.97452,469.0453,342.8944,469.0453
181,58,2,178.87903,456.5603,186.60103,480.7557,182.74002,480.7557
181,63,2,185.68652,451.03732,192.9078,478.06537,189.29716,478.06537
181,62,2,180.00519,453.94876,189.17508,480.14453,184.59013,480.14453
181,56,2,220.48845,437.53174,230.35057,463.4686,225.41951,463.4686
181,52,2,233.73335,461.2491,243.68315,483.69495,238.70825,483.69495
182,64,2,200.53822,439.5341,206.30309,461.48657,203.42065,461.48657
182,59,2,209.01416,452.9369,215.41661,475.81757,212.2154,475.81757
182,48,2,312.43057,449.63385,318.86264,472.94916,315.6466,472.94916
182,53,2,140.76996,460.7912,149.95772,486.66052,145.36383,486.66052
182,49,2,383.9956,472.29114,392.0,498.645,387.9978,498.645
182,46,2,286.9582,474.44858,296.31076,501.75394,291.63446,501.75394
182,57,2,366.6742,455.05148,374.51324,473.47202,370.59372,473.47202
182,54,2,339.80264,443.68777,345.9372,469.0474,342.86993,469.0474
182,44,2,117.98176,476.03552,124.79436,497.99985,121.38806,497.99985
182,58,2,178.9712,456.48035,186.53732,480.70264,182.75427,480.70264
182,65,2,151.95087,457.4035,159.76479,481.8023,155.85782,481.8023
182,63,2,185.83957,451.77054,192.94817,478.1295,189.39386,478.1295
182,62,2,180.04721,454.3449,189.06842,480.0758,184.55782,480.0758
182,56,2,220.4071,437.65253,230.20898,463.41162,225.30804,463.41162
182,52,2,233.72844,461.10815,243.73265,483.53516,238.73055,483.53516
183,59,2,211.6133,452.9699,217.5396,477.298,214.57645,477.298
183,48,2,314.02454,449.74872,320.85074,473.7208,317.43762,473.7208
183,46,2,288.38077,474.61426,298.46127,501.08093,293.42102,501.08093
183,53,2,142.37186,461.22122,151.31789,486.23074,146.84488,486.23074
183,54,2,339.9961,444.06253,348.1294,468.89127,344.06274,468.89127
183,64,2,201.7423,439.24304,207.57765,460.50757,204.65997,460.50757
183,58,2,180.13344,455.01016,186.76263,479.87958,183.44803,479.87958
183,65,2,152.66905,457.05875,160.37338,481.74304,156.52121,481.74304
183,49,2,386.0844,473.13495,392.0,498.51395,389.0422,498.51395
183,44,2,118.54496,476.3406,125.92398,498.05963,122.23447,498.05963
183,52,2,236.20288,460.9602,245.52763,483.354,240.86526,483.354
